,id,host_id,neighbourhood_group,latitude,longitude,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
6400,39654628,257445849,,19.36742,-99.18866,,2,60,0.97,1,0,0,
6401,39666670,217787232,,19.41477,-99.17098,700.0,1,85,1.43,2,356,22,
6402,39671194,1829314,,19.42167,-99.17158,570.0,2,35,0.56,1,364,8,
6403,39675086,196200675,,19.367,-99.15749,900.0,1,94,1.52,1,329,0,
6404,39690575,17475242,,19.42011,-99.15914,1994.0,1,51,0.82,4,261,3,
6405,39692070,35171526,,19.4192496,-99.1540574,,2,59,0.94,11,0,5,
6409,39705805,305180007,,19.45065,-99.1557,500.0,1,138,2.2,2,36,4,
6411,39713894,11758940,,19.418479919433594,-99.1794891357422,,2,106,2.58,1,134,36,
6414,39722540,52169905,,19.37162,-99.17402,346.0,3,44,0.7,7,365,11,
6415,39724376,156908878,,19.35878,-99.19425,1100.0,2,21,0.34,1,8,0,
6417,39729636,41537644,,19.44184,-99.20222,742.0,3,58,0.94,2,365,18,
6418,39729855,304572621,,19.414879078512858,-99.16824504733088,650.0,1,1,0.1,1,269,1,
6419,39730906,3850198,,19.43084,-99.17051,,2,0,,11,0,0,
6420,39731220,114240333,,19.44075,-99.16485,450.0,1,42,0.67,2,365,6,
6422,39753163,305540724,,19.43252,-99.16881,,1,24,0.7,7,252,4,
6425,39757829,223317520,,19.39999,-99.18202,904.0,2,61,0.98,1,83,9,
6427,39767634,305671698,,19.43342,-99.17642,550.0,2,17,0.29,1,74,9,
6429,39771944,5245598,,19.41365,-99.17519,728.0,2,134,2.13,7,296,33,
6431,39773904,279029692,,19.33977,-99.15871,864.0,1,5,0.08,4,28,0,
6432,39777872,244927870,,19.36743,-99.15724,,1,0,,2,0,0,
6437,39797196,12741835,,19.4408,-99.21056,740.0,1,130,2.12,9,365,33,
6439,40132486,3850198,,19.43085,-99.1704,,2,3,0.05,11,0,0,
6442,40157178,2409917,,19.43925,-99.16135,952.0,2,10,0.16,3,0,0,
6443,40158865,17222055,,19.43365,-99.17002,,3,61,1.02,1,2,11,
6446,40210870,275910232,,19.35042,-99.17532,,2,7,0.12,4,0,0,
6449,40229764,310704385,,19.42287,-99.1716,2921.0,2,45,0.78,2,313,4,
6450,40239241,48639590,,19.44539,-99.20381,,3,73,1.18,1,1,1,
6451,40254887,224331501,,19.41701,-99.12261,250.0,1,1,0.03,1,365,0,
6455,40265054,311027344,,19.45172,-99.1296,560.0,3,8,0.13,1,3,0,
6461,40306435,302539335,,19.39103,-99.17787,,1,0,,7,0,0,
6462,40307166,302539335,,19.39219,-99.17733,,1,0,,7,0,0,
6463,40307242,302539335,,19.39219,-99.17733,,1,0,,7,0,0,
6464,40307731,302539335,,19.39219,-99.17733,,1,0,,7,0,0,
6465,40307949,302539335,,19.39218,-99.17739,,1,0,,7,0,0,
6466,40308040,302539335,,19.39219,-99.17733,,1,0,,7,0,0,
6467,40308112,302539335,,19.39219,-99.17733,,1,0,,7,0,0,
6469,40310063,163040667,,19.42225,-99.15354,717.0,3,17,0.96,1,65,6,
6470,40311572,258002535,,19.4392582,-99.149036,1001.0,1,109,1.77,1,0,25,
6471,40341762,5507751,,19.34744,-99.16052,500.0,2,58,0.94,3,360,1,
6472,40346383,304359573,,19.44002,-99.20686,,2,1,1.0,2,0,1,
6479,40116199,264607830,,19.38348,-99.1587,1500.0,3,4,0.08,2,148,0,
6482,40534301,96211594,,19.4244,-99.16586,1454.0,1,124,2.04,11,333,2,
6485,40535396,31252981,,19.39511,-99.16789,,1,2,0.03,1,0,0,
6486,40535431,96211594,,19.42353,-99.16619,1673.0,1,103,1.73,11,307,2,
6488,40535607,96211594,,19.4244,-99.16586,1391.0,1,131,2.16,11,355,5,
6489,40535720,96211594,,19.4244,-99.16586,1691.0,1,104,1.73,11,318,5,
6490,40536711,312882959,,19.3916,-99.1669,914.0,2,84,1.4,1,137,9,
6493,40541491,121364173,,19.3693,-99.18324,,3,13,0.21,1,0,0,
6494,40541990,280717691,,19.38654,-99.19116,,2,13,0.21,1,0,0,
6495,40553099,229771227,,19.4336999,-99.1550421,2066.0,2,47,3.47,12,355,41,
6498,40558528,152036552,,19.40176,-99.17569,,3,3,0.05,1,0,0,
6500,40569476,314364960,,19.38879,-99.19458,1645.0,1,3,0.08,2,79,1,
6503,40588573,257647241,,19.35886,-99.14676,,1,19,0.31,1,0,0,
6506,40591131,105255944,,19.43667,-99.17323,990.0,3,98,1.6,1,101,16,
6514,40594543,198471653,,19.421810150146484,-99.15951538085938,1693.0,2,78,1.28,12,353,16,
6515,40613335,314694525,,19.40398,-99.16431,,1,0,,1,0,0,
6516,40616429,27215085,,19.39874,-99.17915,337.0,3,24,0.4,10,361,13,
6526,40640749,108728752,,19.47654,-99.13592,550.0,1,15,0.25,11,361,5,
6528,40644436,315172427,,19.40828,-99.15951,,2,2,0.03,1,0,0,
6529,40650243,15358037,,19.42436,-99.16114,385.0,1,107,1.79,1,327,43,
6533,40674520,74018460,,19.36423,-99.19391,1000.0,3,33,0.55,4,350,7,
6536,40700002,47713586,,19.41495,-99.17829,3036.0,3,112,1.85,1,322,30,
6538,40726071,39960555,,19.4308,-99.20846,,1,0,,1,0,0,
6543,40732513,237509186,,19.38396,-99.14826,,1,14,0.24,2,0,4,
6545,40733154,3801937,,19.43457,-99.16678,3443.0,2,49,0.8,1,320,8,
6546,40739409,316319452,,19.40771,-99.17492,,1,1,0.02,2,0,0,
6547,40750399,35333343,,19.40503,-99.1647,650.0,1,7,0.16,1,261,2,
6548,40751870,74018460,,19.36423,-99.19391,303.0,3,32,0.53,4,344,12,
6550,40758281,36008793,,19.41818,-99.17568,1203.0,3,48,0.79,3,266,9,
6552,40759422,316563641,,19.37064,-99.19437,,1,1,0.02,1,0,0,
6554,40774983,250181130,,19.41292,-99.16052,680.0,2,63,1.04,4,330,5,
6555,40777979,316800968,,19.41038,-99.18133,2629.0,2,87,1.43,1,161,24,
6556,40779179,36008793,,19.4188,-99.17519,1231.0,3,68,1.12,3,219,10,
6557,40784201,203048108,,19.43026,-99.1956,,1,30,0.49,1,0,0,
6559,40801140,64659736,,19.44299,-99.20254,2730.0,3,25,0.41,1,75,9,
6562,40807800,50743095,,19.338144,-99.187416,1144.0,2,64,1.09,1,135,12,
6564,40840320,51622446,,19.39657,-99.17499,2450.0,1,10,0.18,5,365,2,
6565,40840548,26038915,,19.42369,-99.1601,,2,15,0.25,1,0,0,
6566,40846987,9557015,,19.42011,-99.15954,2170.0,2,97,1.59,17,341,25,
6568,40860291,37612629,,19.39313,-99.14795,,3,15,0.25,1,151,2,
6570,40352195,150319430,,19.42835,-99.13179,,3,7,0.12,2,0,6,
6572,40365854,485786839,,19.42415,-99.16991,1990.0,1,4,0.12,8,365,0,
6573,40367564,181711802,,19.35764,-99.17492,365.0,1,64,1.69,8,327,23,
6574,40368013,151826441,,19.44149,-99.20296,1500.0,1,2,0.03,1,263,0,
6575,40371969,312050625,,19.40793,-99.16894,1624.0,1,96,1.55,6,143,30,
6576,40376832,73194914,,19.40201,-99.14331,,2,43,0.7,16,178,10,
6578,40377411,275910232,,19.35117,-99.17506,,2,1,0.04,4,0,0,
6580,40377621,275910232,,19.35067,-99.17725,,2,0,,4,0,0,
6581,40377646,156481146,,19.46618,-99.13311,220.0,2,7,0.11,6,88,0,
6587,40392780,100266538,,19.4312,-99.13064,2103.0,1,8,0.13,2,355,5,
6590,40399375,1707940,,19.41063,-99.18487,1370.0,3,5,0.08,1,53,1,
6592,40400927,278337375,,19.35783,-99.13743,,2,27,0.46,1,161,1,
6595,40420942,17773478,,19.3975,-99.14656,400.0,1,34,0.55,1,262,13,
6596,40421253,124628361,,19.38223,-99.15703,,1,1,0.02,1,0,0,
6598,40428414,34007981,,19.38973362216454,-99.16638012076396,500.0,1,42,2.54,3,363,38,
6600,40433284,312741885,,19.39878,-99.16437,3500.0,3,7,0.11,1,5,0,
6602,40449356,113570194,,19.37377,-99.17419,,3,45,0.73,5,180,12,
6603,40457854,230954291,,19.348036,-99.150757,300.0,3,47,0.76,1,350,11,
6606,40475153,80562800,,19.37009,-99.17156,972.0,2,67,1.09,4,68,18,
6608,40487571,313392431,,19.3472,-99.16413,800.0,2,7,0.11,1,177,0,
6609,40491650,108728752,,19.47696,-99.13372,1085.0,1,40,0.65,11,178,7,
6610,40493696,221605956,,19.37342,-99.16492,799.0,1,47,0.76,3,365,4,
6612,40506118,33828926,,19.39079,-99.19513,350.0,2,57,0.93,3,295,11,
6613,40506379,156632464,,19.43801,-99.19981,,1,66,1.07,4,0,0,
6614,40506439,33828926,,19.3909,-99.19476,350.0,2,24,0.4,3,328,4,
6615,40511903,262976823,,19.42044,-99.17154,1100.0,1,92,1.51,1,359,14,
6616,40515753,113912748,,19.39834,-99.17411,1314.0,1,63,1.02,1,176,0,
6617,40529134,190583759,,19.39709,-99.17113,,3,0,,1,0,0,
6619,40532780,96211594,,19.4244,-99.16586,1454.0,1,118,1.96,11,350,4,
6628,40869002,160987333,,19.41834,-99.17911,,2,1,0.07,1,0,0,
6630,40870908,254447625,,19.43041,-99.14765,850.0,2,68,1.12,1,177,17,
6636,40873731,72770846,,19.34681,-99.16357,,1,16,0.26,8,359,0,
6643,40919623,250181130,,19.41137,-99.15897,400.0,3,18,0.29,4,324,4,
6645,40922800,49135284,,19.37286,-99.17494,650.0,3,98,1.61,1,155,26,
6648,40947919,21379148,,19.40487,-99.17059,1112.0,2,19,0.31,1,176,1,
6651,40968294,178427450,,19.43002,-99.16526,1840.0,2,87,1.46,8,176,17,
6652,40968621,274540725,,19.37213,-99.21434,,2,3,0.07,4,0,0,
6657,41028612,320292788,,19.33224,-99.17822,,2,1,0.02,1,0,0,
6659,41031529,12451150,,19.41498,-99.17691,1439.0,2,115,1.92,6,340,27,
6664,41244822,323821931,,19.44674,-99.14471,,2,7,0.12,1,0,0,
6665,41258700,300805075,,19.34852,-99.14554,,1,8,0.13,4,149,0,
6667,41271161,132887236,,19.391853,-99.182915,650.0,2,38,0.64,3,360,0,
6668,41272652,132887236,,19.391853,-99.182915,600.0,2,32,0.53,3,364,1,
6669,41273057,132887236,,19.39069,-99.18356,500.0,2,71,1.18,3,363,8,
6670,41290719,130500890,,19.43845,-99.18089,1056.0,2,32,0.54,10,357,1,
6671,41294785,194404904,,19.459959030151367,-99.18637084960938,1236.0,2,63,1.06,1,312,9,
6673,41312416,123222207,,19.42897,-99.17668,857.0,1,136,2.25,3,65,47,
6674,41315133,324602043,,19.39963,-99.14538,,3,45,0.75,1,146,7,
6675,41320454,123222207,,19.4287,-99.17781,987.0,1,119,1.98,3,32,48,
6676,41321591,152603952,,19.37382,-99.18813,971.0,1,6,0.1,3,179,0,
6678,41341367,227144603,,19.33903,-99.15457,300.0,3,16,1.0,2,246,14,
6680,41353085,33621065,,19.43031,-99.16276,,2,13,0.22,7,180,0,
6681,41370326,197372,,19.43029,-99.14932,780.0,3,81,1.37,1,282,16,
6682,41374906,24204470,,19.42612,-99.17526,305.0,2,98,1.64,1,38,18,
6683,41375601,100846455,,19.39983,-99.19765,790.0,2,43,0.72,1,77,9,
6684,41380591,325273425,,19.43161,-99.1922,990.0,3,9,0.24,1,178,1,
6689,41405924,187480022,,19.43377,-99.19068,1500.0,1,10,0.17,6,363,0,
6690,41406041,294101089,,19.40382,-99.19191,600.0,3,19,0.32,4,180,2,
6691,41406095,187480022,,19.43321,-99.18911,1200.0,1,100,1.66,6,332,14,
6692,41406162,187480022,,19.43371,-99.18887,1420.0,1,6,0.1,6,360,1,
6693,41407365,26531075,,19.39144,-99.1335,655.0,2,48,0.82,5,73,12,
6695,41415092,218354800,,19.39122,-99.14842,216.0,2,70,1.16,3,319,19,
6697,41431193,138965031,,19.37442,-99.15291,500.0,1,0,,1,120,0,
6701,41437091,188360259,,19.40813,-99.15009,699.0,1,2,0.05,1,16,0,
6702,41437192,19255745,,19.40965,-99.17445,3023.0,2,129,2.16,10,353,26,
6705,41467721,12777628,,19.37171,-99.17126,1000.0,3,95,1.58,1,55,21,
6706,41471738,116002261,,19.34555,-99.13584,,3,20,0.59,1,149,8,
6712,41485286,47465593,,19.46387,-99.15619,700.0,2,126,2.1,1,115,17,
6713,41496693,326702980,,19.36018,-99.15861,1413.0,2,10,0.17,1,340,0,
6714,41509235,251467663,,19.47591,-99.15641,650.0,3,0,,1,173,0,
6715,41527815,25411533,,19.44253,-99.18348,1300.0,2,39,0.65,3,329,2,
6716,41532976,119529318,,19.34235,-99.18266,700.0,2,6,0.1,1,46,0,
6718,41533958,131629878,,19.39928,-99.17287,400.0,3,1,0.48,1,347,1,
6722,41538172,187708296,,19.33637,-99.17409,586.0,1,28,0.58,3,180,9,
6723,41549719,50129,,19.4145,-99.18183,,2,11,0.19,1,0,0,
6725,41552316,8256660,,19.4364,-99.15968,1336.0,3,17,0.3,9,151,3,
6726,41554698,8256660,,19.43842,-99.15955,1200.0,3,6,0.1,9,338,2,
6727,41555278,8256660,,19.43629,-99.15813,1200.0,3,22,0.54,9,100,5,
6729,41555891,8256660,,19.43787,-99.15774,1200.0,3,17,0.42,9,178,4,
6733,41559143,26491438,,19.433799743652344,-99.15525817871094,,3,62,1.04,1,0,12,
6737,41570454,327571253,,19.41261,-99.13206,210.0,2,28,0.47,1,322,0,
6738,41585502,4673830,,19.40751,-99.17862,1099.0,2,38,0.66,1,350,12,
6739,41589332,327796394,,19.40428,-99.14029,,2,40,0.69,1,88,0,
6744,41593829,327823046,,19.41747,-99.15649,,1,2,0.03,1,0,0,
6745,41595009,7740056,,19.42592,-99.162,600.0,2,6,0.1,4,169,4,
6746,41597278,7740056,,19.424869537353516,-99.16229248046876,3000.0,2,10,0.17,4,169,7,
6748,41617155,27323212,,19.42557,-99.16416,2744.0,3,25,0.42,1,330,15,
6751,41624662,316319452,,19.40796,-99.17565,,1,17,0.29,2,0,0,
6760,41085714,1688597,,19.34727,-99.15926,,2,0,,2,0,0,
6762,41088572,222770189,,19.42974,-99.15773,809.0,3,64,1.08,1,71,11,
6765,41102380,201165173,,19.3624,-99.14759,1000.0,3,18,0.3,1,4,1,
6766,41105011,104293933,,19.37254,-99.16312,378.0,1,30,0.49,2,301,0,
6767,41105034,74018460,,19.36423,-99.19391,303.0,3,32,0.53,4,318,3,
6773,41127793,78456925,,19.40397,-99.16976,338.0,3,115,1.9,4,310,26,
6774,41128904,163866440,,19.41580581665039,-99.17219543457033,2050.0,2,17,0.29,2,170,2,
6775,41135041,87544364,,19.43195,-99.1504,1309.0,1,14,0.24,10,35,11,
6778,41158133,298011694,,19.34602,-99.20163,300.0,3,20,0.33,2,88,9,
6779,41159094,294101089,,19.4054,-99.19385,522.0,3,19,0.33,4,180,6,
6784,41190462,34639817,,19.38697,-99.19625,1200.0,2,113,1.87,1,343,23,
6787,41191493,320947434,,19.42279,-99.14735,450.0,3,4,0.07,1,178,1,
6790,41214363,305180007,,19.45038,-99.15498,500.0,1,128,2.12,2,177,16,
6791,41215451,297208664,,19.40863,-99.1762,2164.0,3,40,0.67,2,261,11,
6795,41237927,52169905,,19.3713,-99.17367,710.0,3,43,0.72,7,359,9,
6797,41242900,212991892,,19.37812,-99.1672,1020.0,1,40,1.2,6,186,1,
6798,41636512,123222207,,19.4287,-99.17781,925.0,1,135,2.26,3,41,48,
6800,41640679,138781298,,19.3897,-99.17785,799.0,1,85,1.42,5,365,20,
6801,41640968,138781298,,19.388622,-99.178566,850.0,1,48,0.8,5,365,6,
6803,41641689,138781298,,19.38812,-99.17971,801.0,1,134,2.24,5,365,15,
6804,41641899,138781298,,19.38762,-99.17889,851.0,1,125,2.11,5,365,17,
6807,41645016,92664795,,19.44559,-99.13759,571.0,2,81,2.44,1,312,25,
6810,41657161,187708296,,19.33498,-99.17368,757.0,1,61,1.02,3,254,21,
6811,41661832,256845820,,19.48109,-99.20741,350.0,1,11,0.18,3,52,3,
6813,41663234,328753628,,19.40404,-99.12518,424.0,3,143,2.42,2,297,33,
6816,41683540,211558367,,19.41772,-99.15345,,1,0,,2,0,0,
6818,41688131,179068302,,19.39747,-99.17496,1000.0,3,14,0.23,1,365,0,
6821,41691606,237429994,,19.42006,-99.17018,951.0,2,125,2.09,1,42,40,
6822,41692374,26869771,,19.42017,-99.16809,1066.0,2,61,1.02,2,18,20,
6823,41693062,321356544,,19.42904,-99.16638,2021.0,1,6,0.23,1,364,2,
6824,41693621,53858666,,19.41906,-99.17095,971.0,2,114,1.91,1,61,27,
6827,41712832,329338592,,19.40086,-99.172,543.0,2,124,2.09,2,47,39,
6830,41715689,2872228,,19.43539,-99.14457,825.0,2,7,0.65,15,232,7,
6832,41720430,180206707,,19.453348,-99.134238,220.0,1,64,1.09,3,343,16,
6833,41721890,274933202,,19.37789,-99.16645,780.0,3,38,0.64,2,168,1,
6836,41727257,52578062,,19.41618,-99.16954,,2,0,,8,0,0,
6837,41737934,52578062,,19.41653,-99.16924,,1,40,0.68,8,0,13,
6841,41748589,180725654,,19.34687,-99.12808,,1,1,0.02,8,0,0,
6844,41753707,96097437,,19.38243,-99.18437,,2,3,0.05,1,0,0,
6846,41861183,302622439,,19.37896,-99.16786,680.0,2,33,0.9,1,19,8,
6849,41876509,196002809,,19.45266,-99.13458,596.0,1,5,0.08,2,58,0,
6850,41878933,14686608,,19.4087,-99.17133,1000.0,2,0,,7,179,0,
6852,41885554,307888271,,19.41746,-99.17859,1154.0,3,85,1.44,8,166,28,
6853,41886089,274375496,,19.33843,-99.12126,300.0,2,53,0.89,2,356,5,
6855,41887567,297220089,,19.48199,-99.19618,1350.0,2,2,0.04,1,364,0,
6856,41888609,1140427,,19.41887,-99.17112,1097.0,2,146,2.46,8,74,47,
6857,41904919,192707667,,19.33227,-99.13459,351.0,1,74,1.25,2,235,12,
6858,41906181,26531075,,19.39328,-99.13576,,2,55,0.95,5,52,14,
6859,41909441,63372398,,19.37137,-99.13925,665.0,3,129,2.17,1,120,30,
6864,41924238,331691695,,19.34931,-99.17232,2375.0,3,98,1.8,1,175,29,
6865,41932690,76026871,,19.43728,-99.1288,1000.0,2,64,1.08,1,178,18,
6869,41942179,218354800,,19.39148,-99.15017,216.0,2,60,1.02,3,323,12,
6870,41955622,325937221,,19.34162,-99.15772,310.0,1,7,0.19,1,342,0,
6871,41956503,14686608,,19.41428,-99.1652,1395.0,2,1,0.02,7,137,0,
6872,41956995,332024069,,19.43688,-99.18909,1900.0,2,9,0.17,6,0,0,
6877,41979470,245106149,,19.38819,-99.17964,848.0,1,28,0.47,5,363,10,
6878,41980075,245106149,,19.38942,-99.17962,849.0,1,38,0.64,5,362,7,
6879,41980368,245106149,,19.38965,-99.1792,,1,123,2.08,5,363,46,
6881,41981075,245106149,,19.38889,-99.1776,852.0,1,46,0.77,5,363,17,
6883,41993601,43786587,,19.39633,-99.15837,354.0,2,67,1.13,1,258,26,
6888,42004336,315979346,,19.38972,-99.17971,852.0,1,52,0.87,6,312,11,
6890,42007065,315979346,,19.388308666746816,-99.17972001173648,849.0,1,38,0.64,6,313,9,
6891,42021599,315979346,,19.38958,-99.17945,802.0,1,109,1.83,6,313,18,
6892,42026184,333068107,,19.40892,-99.18988,2190.0,2,103,1.75,3,265,7,
6893,42026440,315979346,,19.38961674649109,-99.17964707248164,801.0,1,136,2.28,6,313,18,
6894,42026995,315979346,,19.387861999902885,-99.1782232570728,855.0,1,61,1.03,6,313,13,
6895,42041450,5222327,,19.43848,-99.1661,,1,3,0.07,1,0,0,
6898,42044883,315979346,,19.38799,-99.17964,799.0,1,49,0.82,6,313,13,
6900,42048426,52056042,,19.39539,-99.17678,2350.0,1,21,0.54,9,355,5,
6901,42049980,34037742,,19.44334,-99.20551,1596.0,1,96,1.61,12,360,17,
6902,42050466,125900064,,19.39331,-99.1487,,3,64,1.08,1,71,24,
6903,42050927,165259263,,19.4565,-99.21232,,2,10,0.17,1,0,2,
6904,42058159,303718311,,19.41538,-99.15313,,1,0,,1,0,0,
6906,42070528,14731381,,19.41238,-99.1715,861.0,1,95,1.62,9,352,24,
6907,42071780,333515443,,19.40234,-99.17387,600.0,2,23,0.39,1,157,14,
6909,42074716,177659053,,19.41948,-99.1801,,2,2,0.03,1,0,0,
6910,42077885,10535493,,19.4118,-99.17757,1713.0,3,41,0.69,2,56,8,
6911,42093395,235572516,,19.38931,-99.18746,450.0,2,128,2.2,3,77,41,
6912,42096398,197709756,,19.33049,-99.12803,320.0,1,1,0.68,1,88,1,
6913,42097145,115085433,,19.40788,-99.17584,1700.0,3,117,2.02,2,226,26,
6914,42097804,451159548,,19.43084,-99.16753,1607.0,1,83,1.4,22,321,8,
6915,42101063,52056042,,19.39779,-99.17223,1029.0,1,2,0.03,9,356,0,
6916,42110283,325909685,,19.45367,-99.18452,,2,0,,1,0,0,
6917,42114780,112081751,,19.35141,-99.17644,951.0,2,130,2.19,1,130,22,
6918,42115523,14686608,,19.42071,-99.15905,1190.0,3,0,,7,362,0,
6921,42136051,256845820,,19.47912,-99.2086,350.0,1,34,0.59,3,85,8,
6924,42137302,334319427,,19.40873,-99.1369,,2,1,0.02,2,0,0,
6925,42140209,334365007,,19.37941,-99.15692,,3,0,,1,0,0,
6927,42142644,245647510,,19.43143,-99.21003,,1,1,0.02,7,0,0,
6929,42143496,245647510,,19.42978,-99.2092,,1,0,,7,0,0,
6930,42152820,73194914,,19.4014,-99.1456,1022.0,2,41,0.69,16,175,4,
6932,42158978,55669489,,19.34221,-99.15913,,2,4,0.07,4,0,0,
6933,42427533,9831709,,19.38563,-99.17882,1011.0,2,7,0.12,1,156,2,
6939,41777234,38925581,,19.43431,-99.16085,1200.0,3,9,1.21,2,201,9,
6940,41778225,311676918,,19.37034,-99.17413,2000.0,1,44,0.74,1,353,13,
6941,41788238,58228758,,19.43486,-99.1911,3175.0,2,77,1.68,1,253,21,
6942,41795625,250718892,,19.37572,-99.187,900.0,3,8,0.14,1,180,4,
6943,41799304,330259496,,19.41469383239746,-99.15899658203124,814.0,2,99,1.97,1,248,13,
6944,41800618,266378715,,19.47887,-99.18006,250.0,1,73,1.23,2,45,21,
6946,41803523,307888271,,19.41951,-99.17986,1188.0,3,146,2.47,8,120,42,
6948,41817727,330425182,,19.43277,-99.16,586.0,3,86,1.45,3,329,7,
6952,41821635,15473248,,19.35099,-99.17877,1618.0,2,87,1.58,3,86,10,
6954,41822943,330536063,,19.40659,-99.16265,327.0,3,14,0.37,10,329,3,
6955,41824435,230705182,,19.38604,-99.20675,680.0,2,4,0.15,1,90,2,
6956,41824584,178683288,,19.3604,-99.16242,1120.0,1,0,,1,83,0,
6957,41825274,330536063,,19.40648,-99.16274,337.0,2,13,0.22,10,318,2,
6959,41830586,329344410,,19.46982,-99.18451,410.0,3,28,0.47,1,85,0,
6961,41837441,99434077,,19.41799,-99.17585,,2,96,1.61,8,317,24,
6963,41840588,261032416,,19.44049,-99.17825,1460.0,2,11,0.19,1,160,0,
6964,41841255,330536063,,19.40833,-99.1628,361.0,1,4,0.07,10,299,1,
6965,41841375,330536063,,19.40667,-99.16118,454.0,2,13,0.22,10,365,3,
6966,41841501,330536063,,19.40866,-99.16196,392.0,3,15,0.26,10,318,0,
6967,41841504,330536063,,19.40757751464844,-99.16224670410156,444.0,2,14,0.4,10,320,2,
6968,41841538,330536063,,19.40841,-99.16265,349.0,2,15,0.26,10,310,10,
6969,41841576,330536063,,19.40656,-99.16155,450.0,2,11,0.29,10,334,3,
6970,41841830,13717654,,19.41457,-99.14751,1150.0,3,5,0.13,3,168,1,
6972,41853011,64974114,,19.41319,-99.16786,400.0,2,7,0.12,2,160,1,
6975,41859294,235234600,,19.44748,-99.17383,250.0,1,140,2.34,2,346,55,
6977,42159128,55669489,,19.34169,-99.15953,,2,5,0.08,4,0,0,
6980,42182434,51440298,,19.42052,-99.1578,759.0,2,78,2.22,4,230,26,
6981,42195554,214812414,,19.41472,-99.17453,1595.0,2,135,2.28,4,305,40,
6983,42196912,334319427,,19.40831,-99.13707,,1,2,0.03,2,0,0,
6985,42199578,162821731,,19.36293,-99.15416,,1,1,0.02,1,0,0,
6987,42203693,307888271,,19.41888,-99.18016,1361.0,3,113,1.94,8,131,38,
6989,42204728,307888271,,19.41761,-99.17823,1136.0,3,63,1.07,8,165,18,
6990,42205209,307888271,,19.41905,-99.17819,1350.0,3,99,1.68,8,153,31,
6991,42205701,307888271,,19.41745,-99.18035,1133.0,3,76,1.29,8,135,24,
6993,42206155,307888271,,19.41787,-99.17966,1099.0,3,63,1.3,8,123,34,
6994,42208096,64117924,,19.40777,-99.17112,546.0,1,8,0.18,2,241,0,
6996,42220947,335333804,,19.42795,-99.17635,1100.0,3,57,0.96,1,33,21,
6999,42230860,11158532,,19.42062,-99.16662,3500.0,3,10,0.17,3,43,0,
7000,42230912,335486188,,19.43212,-99.16163,,1,0,,1,0,0,
7001,42231250,11158532,,19.42073,-99.16666,1200.0,1,1,0.02,3,90,0,
7002,42233247,177755056,,19.4283,-99.15168,1200.0,1,94,1.59,4,316,2,
7005,42248757,335613272,,19.39099,-99.14508,1060.0,3,72,1.23,1,354,7,
7016,42276656,335915741,,19.41575813293457,-99.17211151123048,1104.0,2,40,0.69,2,125,12,
7019,42280462,300805075,,19.3465,-99.14506,280.0,1,14,0.24,4,89,0,
7026,42297098,6373011,,19.35853,-99.12301,,1,0,,2,0,0,
7029,42299356,94547651,,19.34708,-99.15932,1943.0,1,39,0.66,8,0,4,
7030,42299927,336214601,,19.37081,-99.14979,650.0,3,133,2.25,1,167,21,
7031,42434725,134750331,,19.39995,-99.17219,564.0,3,14,0.49,1,88,3,
7041,42444715,260836402,,19.41641,-99.18312,973.0,2,22,0.66,1,360,3,
7045,42453561,49763915,,19.40754,-99.1689,,3,11,0.19,1,0,3,
7046,42458791,68914784,,19.4033,-99.17478,750.0,1,27,0.85,1,86,9,
7047,42458866,127436518,,19.40711,-99.16477,504.0,2,25,0.42,5,0,9,
7048,42469658,125876021,,19.39858,-99.16218,1499.0,2,21,0.36,2,170,1,
7049,42469814,338153421,,19.40548,-99.16313,1210.0,3,135,2.3,1,255,34,
7050,42472226,117816351,,19.41723,-99.13962,,2,0,,1,0,0,
7053,42495986,163711263,,19.34777,-99.1707,2638.0,2,63,1.08,1,298,23,
7055,42506736,330425182,,19.43247,-99.16032,575.0,3,53,0.91,3,334,8,
7056,42509816,37847508,,19.41549,-99.15563,1199.0,2,31,0.53,2,326,4,
7059,42517157,332024069,,19.43476,-99.19067,,2,12,0.22,6,328,1,
7064,42524999,332024069,,19.43766,-99.1904,2300.0,2,15,0.28,6,309,1,
7067,42542862,158757829,,19.43586,-99.1892,,1,0,,1,0,0,
7070,42558879,332024069,,19.43548,-99.19065,3000.0,2,41,0.76,6,163,8,
7073,42560841,67605688,,19.44403193926555,-99.2032379323325,1500.0,2,0,,1,89,0,
7074,42562096,121325396,,19.38408,-99.17737,729.0,1,23,3.08,1,176,23,
7075,42562395,93861150,,19.41344,-99.1739,,1,0,,1,0,0,
7076,42562911,239651984,,19.4105,-99.14065,296.0,1,23,0.39,2,89,4,
7077,42565345,239651984,,19.40991,-99.14138,216.0,1,14,0.24,2,89,1,
7078,42567198,339079379,,19.44685,-99.1378,,1,0,,1,0,0,
7079,42580439,339178328,,19.33976,-99.17391,,3,2,0.06,1,0,0,
7081,42587183,339235477,,19.45611,-99.15703,743.0,2,62,1.14,1,170,15,
7082,42588916,332024069,,19.37381,-99.17429,1800.0,2,51,0.92,6,342,4,
