,id,host_id,neighbourhood_group,latitude,longitude,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
20237,1070303315318172279,61820933,,19.4421174,-99.1859822,1614.0,2,10,0.99,1,84,10,
20238,1070307459348295659,33078207,,19.411243587643064,-99.1620949282796,1286.0,2,48,4.35,8,303,48,
20239,1070371872536453660,204237553,,19.40971,-99.18736,2790.0,2,16,1.86,1,219,16,
20241,1070490372363320377,486811652,,19.409871995007133,-99.18555497888772,800.0,2,11,1.07,2,89,11,
20244,1070589067239494054,556970998,,19.41716,-99.16829,1500.0,2,2,0.18,2,259,2,
20247,1070637211271747816,309373247,,19.395333577280503,-99.15573639767996,1242.0,1,6,0.56,1,329,6,
20249,1070694519148657013,510556651,,19.41189938960464,-99.16500359773636,1643.0,1,10,4.11,3,264,10,
20252,1071008880087052128,63171857,,19.34893,-99.16423,766.0,1,12,1.26,3,77,12,
20253,1071115183627867231,387957711,,19.40803,-99.15984,777.0,3,2,0.18,1,145,2,
20254,1071124194381946549,466976090,,19.445906360142484,-99.17803323128712,1164.0,1,7,0.63,5,350,7,
20256,1071136049632028911,28233630,,19.40497,-99.17356,800.0,1,0,,1,265,0,
20257,1071158993409994543,557116128,,19.4574781,-99.1281915,2714.0,2,16,1.42,1,357,16,
20258,1071182460789036484,96433818,,19.428919730473037,-99.17828024296767,731.0,1,44,4.18,17,357,44,
20260,1071203682614904917,24633101,,19.425146922669285,-99.17007710801263,2500.0,3,3,0.28,1,157,3,
20269,1071231945660073427,164898812,,19.439615021811804,-99.1824620962143,1303.0,3,5,0.97,16,265,5,
20270,1071233826630351796,554510083,,19.39031581954434,-99.15369865486676,540.0,1,1,0.11,1,269,1,
20275,1071648246184756228,487728540,,19.432461047532804,-99.20842856168748,,1,0,,5,270,0,
20276,1071714518918437789,411898901,,19.40944995225352,-99.16961364448068,1844.0,1,23,2.06,7,221,23,
20277,1071717416477705159,459810485,,19.4401566,-99.1829788,1250.0,2,14,1.24,3,12,14,
20278,1071721385002474400,341153922,,19.40854998216378,-99.18551228347656,1470.0,3,22,1.92,3,357,22,
20279,1071727019241307308,12806972,,19.363785765971585,-99.16283693520708,2000.0,3,1,0.1,1,250,1,
20280,1071826899361426742,530528355,,19.4263507,-99.139897,1190.0,1,2,1.5,3,296,2,
20284,1071891821603118523,530528355,,19.4263507,-99.139897,1834.0,1,2,1.54,3,297,2,
20285,1066947457934238207,529069959,,19.431933588589313,-99.13846349077504,957.0,2,25,2.68,1,352,25,
20286,1066952586755219491,115587229,,19.4792826,-99.1372488,468.0,1,2,0.5,10,64,2,
20289,1067218892960671363,223344367,,19.44330965641641,-99.20207139104603,,2,24,2.11,6,1,24,
20290,1067311552879908581,18659763,,19.42225,-99.17045,849.0,1,5,0.5,9,266,5,
20292,1067371675305607657,348128824,,19.4141267,-99.1647512,1737.0,1,33,3.55,1,196,33,
20295,1067561497288896637,110207357,,19.43662,-99.15124,623.0,3,38,3.33,12,234,38,
20296,1067702454241960228,457480957,,19.453069117734152,-99.16115009861385,1771.0,2,0,,1,55,0,
20298,1067761797776639377,156481146,,19.464626202487462,-99.12946973112795,390.0,2,1,0.09,6,179,1,
20300,1067845007671165296,101965416,,19.393258929707255,-99.16182128066204,420.0,3,5,0.44,11,364,5,
20302,1068091211703361556,7274083,,19.34501,-99.14796,515.0,3,6,0.6,3,186,6,
20304,1068180156345561520,81131296,,19.397806526666113,-99.17199508105188,450.0,1,12,1.17,2,41,12,
20307,1068375379042695047,184714397,,19.33166,-99.14128,980.0,1,23,2.36,1,172,23,
20309,1068844498667654042,198199164,,19.44324611454485,-99.1853853687644,1646.0,2,0,,1,356,0,
20310,1068856767954115353,91735609,,19.45016,-99.19472,290.0,1,17,1.59,14,245,17,
20313,1072410019446426834,551014832,,19.4138693,-99.1335116,857.0,2,45,4.1,2,346,45,
20314,1072423037167674622,91735609,,19.44826160868931,-99.19425124410338,370.0,1,6,0.61,14,226,6,
20315,1072470684530113433,398202528,,19.392075,-99.1720609,1856.0,1,25,2.37,5,295,25,
20316,1072599835322374547,461920415,,19.44187,-99.19098,353.0,2,17,1.55,3,260,17,
20317,1072625351044679267,522995516,,19.3803119,-99.1440174,350.0,1,22,1.98,1,364,22,
20318,1072637210018436510,466976090,,19.44675,-99.17598,1006.0,1,15,1.54,5,199,15,
20321,1072704487300178459,557505674,,19.430938177696373,-99.15578247338456,799.0,3,1,0.18,1,74,1,
20324,1072722297740558270,1615971,,19.40929,-99.16939,1850.0,1,5,0.46,18,39,5,
20326,1072827457383026508,497613355,,19.38741,-99.1332,482.0,1,21,1.91,9,325,21,
20327,1072862503985341656,497613355,,19.3882507,-99.132485,471.0,1,16,1.59,9,328,16,
20328,1072873395992838006,497613355,,19.3882507,-99.132485,471.0,1,27,2.5,9,333,27,
20330,1073137883351932940,469527331,,19.40709,-99.1713,385.0,1,35,3.86,18,39,35,
20332,1073137895060224633,469527331,,19.4109906,-99.1766892,330.0,1,41,5.57,18,141,41,
20334,1073195780322984855,83391541,,19.3550667,-99.1517448,891.0,2,32,2.98,1,95,32,
20335,1073367530101609585,293156,,19.4177657,-99.1753717,2200.0,1,4,0.48,1,241,4,
20336,1073479016341623075,549650995,,19.33990017788989,-99.18402146548034,464.0,1,4,0.4,1,246,4,
20337,1073502548913813053,87366714,,19.414261370746917,-99.15787569346432,1900.0,2,10,1.09,1,148,10,
20339,1073544157322764400,103561034,,19.41478200265727,-99.14847549051046,1150.0,2,19,2.34,1,230,19,
20342,1073799414403707668,522066292,,19.40005,-99.17137,409.0,1,5,0.44,2,269,5,
20343,1073927785471480855,352981757,,19.365220036267324,-99.1619159561597,2399.0,3,13,1.2,3,347,13,
20344,1073992138303966339,551857217,,19.338196071354652,-99.18358240008575,,2,8,0.79,1,0,8,
20345,1074066085777808876,84120831,,19.4065337,-99.1590673,,2,10,1.42,1,0,10,
20347,1074150372441664900,552018107,,19.43433,-99.20983,1973.0,1,9,0.91,4,180,9,
20351,1074534165050992517,87272838,,19.396219651713068,-99.13686018437149,,3,0,,1,24,0,
20352,1074657055426734786,192477907,,19.445824166139396,-99.20092618743872,2611.0,3,10,0.93,12,82,10,
20355,1074773700061899351,466976090,,19.447730081484096,-99.177399838537,1625.0,1,0,,5,355,0,
20356,1074817017816266702,431026841,,19.42842,-99.16839,,2,20,2.28,12,303,20,
20357,1074817264585992836,333894789,,19.41582,-99.15549,1642.0,2,31,2.83,5,129,31,
20358,1074818285369979325,153661535,,19.415771419224125,-99.1761515289545,,1,53,4.83,1,234,53,
20360,1074867684804641848,363568836,,19.417600053781616,-99.16280921548604,1486.0,1,35,3.19,1,311,35,
20362,1074908384571247289,658328459,,19.409175,-99.1686763,2019.0,3,9,4.09,1,129,9,
20365,1074975877142163317,512982499,,19.418167383154536,-99.16609191893794,1199.0,2,4,0.36,3,57,4,
20366,1075007189328580229,546347101,,19.4185134,-99.1669895,2201.0,1,52,4.86,3,65,52,
20370,1075376169715853039,448284130,,19.3868972,-99.1897293,695.0,2,4,0.42,1,81,4,
20372,1075474527775549811,513191084,,19.4318098,-99.1676561,625.0,1,1,0.09,9,269,1,
20373,1075530090540769056,105588883,,19.43476,-99.15228,3500.0,2,11,1.01,1,248,11,
20374,1075557472849289665,276418505,,19.404641549570258,-99.17445679261051,799.0,2,5,0.51,1,250,5,
20375,1075560034927193057,136203553,,19.38794799590279,-99.17315885424614,1609.0,2,22,2.15,9,330,22,
20376,1075571273144005228,555346850,,19.4053175,-99.1757849,794.0,1,22,2.3,5,236,22,
20377,1075596440961565637,555346850,,19.4053175,-99.1757849,844.0,2,21,1.92,5,265,21,
20378,1071894234725402065,333894789,,19.41451481095071,-99.15641717154406,1857.0,2,39,3.39,5,138,39,
20379,1071927481923592082,366731659,,19.423729061473747,-99.14350423678054,688.0,2,11,1.05,1,264,11,
20381,1071951389928987963,546931690,,19.38589552304988,-99.15045196887718,1390.0,1,45,4.1,14,347,45,
20382,1071965632355543870,460723349,,19.410131041283805,-99.17981565188664,2123.0,1,7,0.83,4,235,7,
20384,1072000345108869010,16174345,,19.42114,-99.17459,2071.0,1,52,4.76,4,260,52,
20388,1076361559977505026,435091274,,19.44568,-99.20391,2560.0,2,1,0.1,3,262,1,
20391,1076460665840077001,164835002,,19.4276272,-99.1459332,450.0,2,41,3.92,1,250,41,
20392,1076656790506863819,531307351,,19.414309,-99.1580519,2002.0,2,20,1.88,17,353,20,
20393,1076706244221778984,459810485,,19.4421266,-99.1997515,1582.0,2,39,3.81,3,7,39,
20396,1076828321214410229,50929609,,19.4173575,-99.1630279,2309.0,2,45,4.29,8,52,45,
20400,1076863006494929149,535806669,,19.402720464105297,-99.16326739822706,494.0,1,37,3.43,5,362,37,
20402,1076886965136809236,558573671,,19.4232781,-99.1653443,2064.0,1,19,2.09,8,176,19,
20403,1076887814126561302,453855837,,19.416713726464497,-99.14497889578342,971.0,1,8,1.06,2,5,8,
20408,1077134817313785055,518967553,,19.45529577906875,-99.19382611746708,850.0,1,3,0.41,2,268,3,
20412,1077633473119922958,208127004,,19.412071893280725,-99.17188691414616,1750.0,2,28,2.86,9,348,28,
20414,1077694890907308122,64636986,,19.34819,-99.16799,2860.0,1,2,0.18,5,338,2,
20418,1077765290380661426,157693582,,19.409641349360538,-99.17305094553882,1043.0,1,35,3.18,1,343,35,
20421,1077843542626444979,169172429,,19.407214253343653,-99.16414026170968,,2,25,2.27,2,0,25,
20422,1077886849848988285,462057064,,19.41433337206031,-99.1658974768444,,1,0,,1,0,0,
20423,1078197982826946037,509071503,,19.3874872,-99.1641405,600.0,1,0,,1,269,0,
20424,1078268618156343360,45247171,,19.3379372,-99.1853441,450.0,1,23,2.09,1,221,23,
20425,1078346435572854235,33078207,,19.409018918064103,-99.16407164274482,1087.0,2,55,4.95,8,310,55,
20427,1078561724067865128,70335642,,19.40054,-99.1659,1442.0,1,39,3.61,7,353,39,
20428,1078877460905908073,480072781,,19.37582,-99.182,800.0,1,2,0.97,1,269,2,
20429,1078893517945594634,79574521,,19.38363778946239,-99.18192669337962,1000.0,2,9,0.97,1,264,9,
20431,1078972234404556625,113825849,,19.43816,-99.18278,1450.0,3,3,0.3,5,316,3,
20435,1079226321442638354,559141866,,19.47212,-99.16538,295.0,2,6,0.73,1,152,6,
20438,1079323346549332893,559175146,,19.36585633083019,-99.189435158197,655.0,2,38,3.99,1,251,38,
20442,1079732272764523860,558786782,,19.409924,-99.1798299,2711.0,2,38,3.56,10,128,38,
20443,1079745778580041307,25080980,,19.43889866544332,-99.14037250659534,450.0,3,13,4.02,4,40,13,
20444,1079803835522883796,498104439,,19.4207115,-99.1740398,2443.0,1,8,0.84,26,304,8,
20446,1079909048194414130,31540218,,19.42845296182792,-99.17352542015055,,2,24,2.19,11,88,24,
20450,1080001369512473182,6239772,,19.41432364262518,-99.17430715701234,847.0,1,2,0.19,1,85,2,
20451,1080006414429842745,303446963,,19.455341865298376,-99.12358494804369,1042.0,1,47,4.61,2,328,47,
20452,1080020463056195690,518967553,,19.445640345533935,-99.2037024565703,1799.0,1,3,0.27,2,268,3,
20453,1080076047899200141,70509375,,19.440460351668243,-99.15503020060774,1450.0,3,13,1.19,1,263,13,
20455,1080102218391813340,42505622,,19.441322455637646,-99.16060791197629,676.0,1,23,2.12,1,14,23,
20459,1080525401079559473,541263158,,19.40859,-99.16435,2317.0,2,8,0.86,4,261,8,
20460,1080542858310581105,418414335,,19.46451103201232,-99.16007714629144,1320.0,2,11,1.03,1,253,11,
20461,1080628127968709137,618769,,19.39868,-99.17137,,1,28,2.65,4,61,28,
20466,1080752153730161817,559548127,,19.4020346,-99.1675774,1480.0,1,1,0.21,3,89,1,
20468,1081119470728118309,498096522,,19.4207115,-99.1740398,1832.0,1,23,2.17,16,268,23,
20469,1081127985453093737,6930785,,19.4142158,-99.1709164,1013.0,1,36,3.28,3,123,36,
20470,1081176592506335609,491232533,,19.420939126492,-99.1707288,2170.0,1,3,0.28,9,0,3,
20473,1075637413979419256,435091274,,19.4450274,-99.2029831,2450.0,2,8,0.78,3,258,8,
20474,1075655298874843926,5700269,,19.42687,-99.1703,,3,7,0.77,1,255,7,
20476,1075722920848349698,557853547,,19.390850184967213,-99.1790528834898,928.0,2,25,2.24,4,360,25,
20479,1076050622126728034,96433818,,19.43091,-99.17868,828.0,2,3,3.0,17,360,3,
20480,1076108145508639889,16457181,,19.342930873532023,-99.1913551655451,870.0,1,13,1.27,7,330,13,
20481,1076132133526409455,529770917,,19.410051421386957,-99.13416945981524,753.0,1,34,3.25,1,176,34,
20485,1076247904376045947,422844046,,19.44169,-99.19096,366.0,1,19,1.71,6,249,19,
20487,1076251859483234811,410097,,19.4091723,-99.1686635,3000.0,2,28,2.57,1,135,28,
20489,1076294768087227709,558441734,,19.4318918,-99.1509664,1200.0,2,7,0.69,1,179,7,
20491,1076321735386607622,498108387,,19.40331,-99.16993,3137.0,1,5,0.46,22,330,5,
20493,1081251506950741422,30650197,,19.40319812251507,-99.18445956661026,399.0,1,9,0.98,2,79,9,
20494,1081258131438556220,498096522,,19.4240236,-99.1616676,1830.0,1,8,0.76,16,332,8,
20495,1081267422451490931,558449311,,19.48008,-99.12237720000002,400.0,1,1,0.1,1,364,1,
20503,1081473798271606947,314567703,,19.4338912,-99.1534259,1200.0,1,17,1.65,1,81,17,
20504,1081485585951194683,32685771,,19.41103,-99.17884,1250.0,2,51,4.66,5,107,51,
20505,1081515536027282878,284001170,,19.436132028252292,-99.19048663473365,1641.0,1,30,2.73,6,363,30,
20509,1081891010890254498,510343030,,19.433848,-99.1816242,685.0,1,34,3.21,23,269,34,
20511,1081901984827506033,510343030,,19.433848,-99.1816242,685.0,1,35,3.3,23,269,35,
20512,1081912990626136693,486926564,,19.432128565600102,-99.14558235998292,971.0,1,16,1.51,16,88,16,
20513,1081921265448429045,474199171,,19.439726760221696,-99.18697144224444,1800.0,2,1,0.1,1,251,1,
20514,1081923963207860672,236637186,,19.4109425,-99.1792306,999.0,1,13,1.19,1,0,13,
20516,1081994984852278850,558573671,,19.4232781,-99.1653443,2866.0,2,21,2.13,8,221,21,
20517,1081995873218701642,26022264,,19.35628029933474,-99.18493006378412,2856.0,2,8,0.88,3,256,8,
20519,1082045462647836164,558573671,,19.4232781,-99.1653443,2734.0,2,26,2.48,8,171,26,
20520,1082049018418549910,122297119,,19.392419025393007,-99.166863841182,424.0,2,14,2.22,10,162,14,
20521,1082059656117240086,207181572,,19.4067443,-99.1561012,2457.0,1,7,0.65,24,280,7,
20523,1082091218536313075,486926564,,19.434145197197672,-99.14394609116675,1052.0,1,21,1.92,16,87,21,
20525,1082244579174323550,199904607,,19.38916336025811,-99.15715002533038,270.0,1,6,0.66,6,234,6,
20528,1082572985412713660,558573671,,19.42252,-99.16449,2713.0,2,28,2.93,8,130,28,
20530,1082590347950180237,558573671,,19.4222,-99.16593,1827.0,1,34,3.24,8,163,34,
20531,1082637928916945623,558573671,,19.422402625748067,-99.16610716991042,2950.0,1,28,2.77,8,156,28,
20532,1082637964336700756,395787424,,19.3438723,-99.1348157,1100.0,2,40,3.83,1,253,40,
20534,1082651917920334798,322928512,,19.4558176,-99.2113275,989.0,3,17,1.69,1,357,17,
20535,1082661210283547070,7186162,,19.441764364729437,-99.2002485969346,2286.0,2,23,2.14,1,241,23,
20537,1082734425498775906,558573671,,19.422428817779412,-99.16633073028196,2409.0,1,27,2.75,8,171,27,
20538,1082756346424818922,38177706,,19.41125,-99.17461,993.0,3,46,4.23,9,2,46,
20543,1082891096122518695,352761834,,19.35743393439335,-99.15214240550996,799.0,1,3,0.29,1,259,3,
20544,1082897140119710783,164898812,,19.438476236125137,-99.1718537264657,989.0,2,12,1.11,16,242,12,
20545,1082902101213506129,161321531,,19.4325031,-99.1817847,1746.0,1,37,4.96,2,215,37,
20547,1082997102525994388,187708296,,19.33586,-99.1737,667.0,1,16,1.6,3,266,16,
20548,1083028257096833064,486811652,,19.4100339,-99.1854099,650.0,2,5,0.49,2,89,5,
20554,1083576244500687078,471533041,,19.42955751414326,-99.14789297990112,1000.0,1,0,,1,85,0,
20559,1084186517490797426,207181572,,19.4067443,-99.1561012,2500.0,1,11,2.19,24,236,11,
20560,1084204809235290692,7658123,,19.410301593219145,-99.17643137940456,550.0,1,0,,1,263,0,
20565,1084842983471916500,49225564,,19.33464,-99.20051,499.0,1,5,0.47,2,10,5,
20566,1084870620783909097,337976483,,19.4268403,-99.1772101,1200.0,2,0,,4,268,0,
20567,1084884590556335276,337976483,,19.42735,-99.17819,1200.0,1,0,,4,269,0,
20568,1084889243806666933,337976483,,19.42565557129953,-99.1767563172288,1200.0,1,0,,4,269,0,
20569,1084890689815498587,337976483,,19.42801,-99.17677,1200.0,1,0,,4,269,0,
20570,1084931567885584838,73613038,,19.447409410275945,-99.1542842869832,950.0,3,18,1.7,2,224,18,
20572,1085042457500741366,99848975,,19.414574,-99.1707111,729.0,2,30,2.8,1,43,30,
20575,1085107410567895551,560602004,,19.45952854504195,-99.1239435278238,736.0,3,37,3.56,1,144,37,
20576,1085133083682617953,129902062,,19.3698183,-99.1465233,,2,22,2.28,1,254,22,
20578,1085223249487180311,106278810,,19.42566,-99.16181,485.0,1,38,3.53,23,239,38,
20580,1085529713394498757,560689517,,19.43706031443586,-99.13518238622612,1299.0,1,11,1.82,20,99,11,
20581,1085551306087696872,514566943,,19.43296,-99.17105,,1,2,0.19,3,0,2,
20582,1085571340249283259,486015169,,19.40915408446492,-99.17073557946576,1771.0,1,19,1.77,6,47,19,
20583,1085572161362139685,12407066,,19.409135311545125,-99.17674295604228,3238.0,1,4,0.43,13,327,4,
20584,1085575276895659509,514566943,,19.43288,-99.16955,,1,5,0.47,3,0,5,
20586,1085717298161513044,351757117,,19.458902550077937,-99.13666734514447,1415.0,2,7,0.7,8,270,7,
20587,1085737609888924074,558786782,,19.4284443,-99.1711093,1791.0,2,9,0.88,10,353,9,
20588,1085737890263056723,558786782,,19.42844,-99.17111,,2,13,1.27,10,356,13,
20590,1085738272667099922,558786782,,19.42844,-99.17111,2311.0,2,5,0.52,10,349,5,
20591,1085738431286220702,558786782,,19.4284443,-99.1711093,2311.0,2,16,1.56,10,329,16,
20592,1085783716497992841,60155820,,19.4390851,-99.1657568,550.0,1,0,,1,269,0,
20593,1085786886255351115,87981066,,19.3869477,-99.18077,,2,20,1.92,1,180,20,
20594,1085824984132583275,558786782,,19.42844,-99.17111,1791.0,2,6,0.58,10,323,6,
20595,1085825250573188480,558786782,,19.42844,-99.17111,2210.0,2,21,2.05,10,355,21,
20598,1086217848894993304,23546458,,19.44319993096188,-99.15787220198231,450.0,2,20,1.89,1,364,20,
20600,1086319470039862305,542400897,,19.42200059454894,-99.16665579836196,1909.0,1,0,,6,81,0,
20601,1086320175428457813,542400897,,19.42379997665236,-99.16641243596632,1860.0,1,3,0.29,6,70,3,
20602,1086321087203003158,542400897,,19.42193,-99.16811,1202.0,1,8,1.01,6,89,8,
20603,1086322798796791533,542400897,,19.4222,-99.16611,1361.0,1,11,1.03,6,92,11,
20604,1086345828160651988,529450406,,19.42,-99.15893,3600.0,1,1,0.09,1,269,1,
20606,1086401531604300313,104400812,,19.417084457751237,-99.1564555091018,1582.0,1,21,2.01,19,244,21,
20607,1086444088610701389,416155974,,19.40656,-99.16961,1415.0,2,24,2.57,10,212,24,
20612,1086587578104362978,35042188,,19.4169625,-99.1620434,1500.0,2,19,1.86,7,237,19,
20614,1087157332006222338,246207739,,19.41748627788174,-99.1728377339546,1543.0,3,42,3.91,2,293,42,
20615,1087208629306563534,498108387,,19.422969404565936,-99.16127853296958,2478.0,1,14,1.36,22,360,14,
20616,1087282668750894810,47574787,,19.448257341593223,-99.17999859300546,999.0,2,7,0.76,1,269,7,
20617,1087522849119828331,66952805,,19.451297744740973,-99.1558734109824,900.0,1,11,1.03,13,363,11,
20620,1087697614759976746,110207357,,19.43682345568763,-99.15345797946132,747.0,2,26,2.48,12,202,26,
20622,1087740532784555187,561216435,,19.39903,-99.1731,1266.0,3,18,1.83,1,171,18,
20623,1087770701733722510,498096522,,19.4532294,-99.1562314,1836.0,1,5,0.79,16,358,5,
20624,1087819127074951843,559879566,,19.4129809,-99.1450536,1100.0,1,0,,1,269,0,
20625,1087868572083962682,561244005,,19.4247613,-99.1692926,3080.0,1,43,4.36,4,341,43,
20626,1087876603625788991,298917751,,19.451236174980178,-99.18002138955538,897.0,1,26,3.42,1,10,26,
20628,1087944660443891245,561210387,,19.43529,-99.14551,951.0,1,45,5.49,1,33,45,
20629,1087949194761107865,72656564,,19.4267988358458,-99.1758456334328,1700.0,1,6,0.61,1,330,6,
20630,1088031759002682961,561280729,,19.474747125606648,-99.12064396930992,503.0,2,9,1.01,6,359,9,
20632,1088484240445410247,498104439,,19.4039131,-99.1710255,2218.0,1,35,3.32,26,357,35,
20635,1088708265209184928,486926564,,19.419812059627393,-99.15382978839664,2063.0,1,18,1.71,16,56,18,
20636,1089125932829854973,517953015,,19.4384094,-99.1482931,1007.0,1,6,0.93,1,264,6,
20638,1089139462972939820,492083592,,19.406650973652468,-99.17007526448896,3079.0,1,5,0.56,14,301,5,
20644,1089416163336562832,69008113,,19.349575859660103,-99.16227446660405,3050.0,1,2,0.3,9,314,2,
20645,1089420736380631378,367124945,,19.41069789686544,-99.17546536794924,1050.0,2,21,2.05,5,176,21,
20648,1089441023273683236,284563250,,19.460429847091305,-99.16983964669048,1550.0,2,0,,8,266,0,
20649,1089454280687987855,284563250,,19.459079442088537,-99.17043350634184,1500.0,2,4,0.66,8,268,4,
20650,1089456746745087873,561612631,,19.35665744368883,-99.1545958523294,1014.0,2,31,3.03,1,254,31,
20652,1093715176150148352,14044922,,19.4194,-99.16222,3300.0,1,11,1.21,3,50,11,
20653,1093848382695895493,120752202,,19.35179,-99.15463,1040.0,2,0,,1,95,0,
20654,1094173196936419688,545101784,,19.4368826,-99.2111611,450.0,1,36,3.47,4,238,36,
20656,1094319223635032237,80671323,,19.384838464245313,-99.13164496421814,485.0,3,14,1.47,1,229,14,
20658,1094378845455806595,477725032,,19.38612,-99.1423,1314.0,2,21,2.21,3,231,21,
20660,1094448224581671104,366655938,,19.449137886491627,-99.16308581829072,,2,4,0.43,1,87,4,
20663,1094844155887930449,562550801,,19.477369020045764,-99.1373798623681,400.0,1,0,,1,268,0,
20664,1094989045511230964,35440246,,19.404012664237687,-99.16772344016356,929.0,1,5,1.42,2,265,5,
20665,1095015284826259929,462261014,,19.4147129,-99.1784087,1676.0,2,34,3.42,13,186,34,
20666,1095020877221355589,124034481,,19.4245455368242,-99.1695789062502,900.0,2,0,,1,54,0,
20669,1095074639518017282,548314227,,19.3613082,-99.1313256,986.0,1,4,0.42,2,175,4,
20671,1095097850044278973,562939142,,19.45211,-99.1540151,400.0,2,7,0.73,1,264,7,
20672,1095146950858151620,76240728,,19.4309134,-99.1511125,,2,5,0.5,2,0,5,
20673,1095156693896315247,16457181,,19.34386848850806,-99.19338957126828,900.0,1,2,0.2,7,362,2,
20674,1095163597413051858,219999923,,19.42368,-99.17227,900.0,1,16,1.55,1,116,16,
20679,1084376402154104025,558238559,,19.402847314096924,-99.16832806560669,957.0,1,8,1.07,1,265,8,
20680,1084404099829238538,69008113,,19.349952605725115,-99.16082076102772,,1,3,0.31,9,326,3,
20681,1084409672098184511,560421247,,19.43114773548614,-99.18209372275388,2550.0,3,15,1.93,1,115,15,
20682,1084729528816170097,2855626,,19.3471074,-99.1940695,1500.0,3,2,0.28,1,269,2,
20683,1084732452612758331,529095889,,19.39996888905923,-99.17803033690257,1560.0,3,1,0.1,2,63,1,
20684,1084735563864144313,541263158,,19.4064756639132,-99.16294490755416,1509.0,1,6,0.66,4,261,6,
20685,1084738216205832784,541263158,,19.40674,-99.1633,2254.0,1,9,0.94,4,262,9,
20686,1084740248126351624,53234423,,19.33252,-99.21439,,1,0,,5,0,0,
20688,1084762645809284129,541263158,,19.408405606907916,-99.1634774151514,1296.0,1,11,2.24,4,163,11,
20689,1084779657700669640,127342416,,19.4162909,-99.1711093,2933.0,2,27,2.67,1,194,27,
20690,1084784581431513939,204830363,,19.387940089670472,-99.16399709880352,300.0,1,35,3.33,1,3,35,
20691,1089457052820109919,284563250,,19.45891773123475,-99.1686329330494,1550.0,2,3,0.32,8,265,3,
20692,1089460105909502855,284563250,,19.46013368124216,-99.1683437968216,1550.0,2,7,0.67,8,270,7,
20694,1089550030265563894,106278810,,19.425905555779284,-99.16109438990308,461.0,1,32,3.23,23,266,32,
20695,1089806438958971857,11969689,,19.4169469,-99.1779961,,1,0,,1,260,0,
20700,1089827635112021876,561085075,,19.4212957,-99.1659204,3022.0,1,42,3.96,15,362,42,
20701,1089828390298976073,102987560,,19.42202273161534,-99.1636125855728,1517.0,2,1,0.48,10,263,1,
20702,1089830786053362241,544909904,,19.41721798147662,-99.16642094380276,783.0,1,1,0.12,1,270,1,
20707,1090017377021678886,518746644,,19.4478113,-99.1372704,730.0,2,11,1.05,1,269,11,
20710,1090148320784305945,618769,,19.396989195095443,-99.17158206393108,607.0,1,46,4.33,4,53,46,
20712,1090184261345705017,39529152,,19.362820507794694,-99.19084098190068,1900.0,2,55,5.37,2,3,55,
20713,1090238315813607578,429603209,,19.428863016062284,-99.14025834697338,751.0,2,10,0.98,2,345,10,
20717,1090331046939937746,72376503,,19.43372,-99.15463,1529.0,2,23,2.4,1,246,23,
20718,1090585129262332123,366650236,,19.37317170398449,-99.18855883874136,343.0,1,7,0.68,1,269,7,
20719,1090591776985879277,32232487,,19.387514523416343,-99.17111585166371,,2,41,3.98,1,0,41,
20720,1090625960835152613,48807328,,19.40920241044716,-99.16855251169744,,3,0,,2,0,0,
20722,1090663763355029443,71483193,,19.3754642,-99.1598471,600.0,1,6,0.58,2,269,6,
20723,1090715417969731110,49904872,,19.40131454389935,-99.16571393208702,2319.0,2,2,0.58,8,45,2,
20725,1090740363747456196,12407066,,19.409135311545125,-99.17674295604228,3516.0,1,17,2.03,13,330,17,
20727,1090848755003401072,465897933,,19.37396668169097,-99.16541804230472,1166.0,1,43,4.08,6,270,43,
20728,1090852004381824031,70673904,,19.41195,-99.16356,1721.0,3,0,,1,236,0,
20731,1091175830422771104,380130411,,19.408941159340408,-99.17380057275297,839.0,1,42,4.05,5,316,42,
20732,1091261224322664875,508823028,,19.4473357,-99.1493511,599.0,2,2,0.19,5,84,2,
20733,1091276749955272182,482538796,,19.411146333320623,-99.17383597923454,3217.0,1,15,1.47,11,306,15,
20734,1091294346510866740,482538796,,19.41921,-99.171,2976.0,1,8,1.88,11,310,8,
20735,1091319465382212354,379888343,,19.39745,-99.16211,319.0,1,4,0.4,22,207,4,
20736,1091336599432253841,120386084,,19.4439577,-99.1979392,950.0,2,23,2.2,2,327,23,
20737,1091339613272216806,143863327,,19.39609,-99.17801,499.0,1,3,0.31,1,269,3,
20739,1091454742410491681,461729196,,19.4416081,-99.1959428,1629.0,2,9,0.87,1,50,9,
20740,1091464261814359421,51840388,,19.35253,-99.16271,1206.0,2,37,3.63,4,266,37,
20741,1091501657119428573,156454573,,19.4197,-99.17638,1200.0,1,0,,2,269,0,
20743,1091532396982791110,27716412,,19.453715497647085,-99.1619263661325,853.0,1,41,3.9,1,261,41,
20744,1091544435224402621,119507082,,19.3876737,-99.1498313,788.0,2,4,0.39,6,35,4,
20746,1091598626780470307,17468617,,19.345656651141844,-99.13344586540386,,2,1,0.48,15,3,1,
20747,1092061088254103725,365317802,,19.428218,-99.1692513,,1,1,0.11,8,261,1,
20748,1092102135130560576,155904977,,19.4211322,-99.1661244,1100.0,2,22,2.14,1,29,22,
20749,1092113200978990786,365317802,,19.428218,-99.1692513,3579.0,1,3,0.37,8,260,3,
